trial_ID;arrow_1;arrow_2;arrow_3;arrow_4;cero_refrescado;uno_refrescado;dos_refrescado;candi_target;target_disco;color_disco030;color_disco090;color_disco150;color_disco210;color_disco270;color_disco330;target_color;practice_trial
120;arrow330.png;arrow090.png;arrow150.png;arrow330.png;['arrow030.png', 'arrow210.png', 'arrow270.png'];['arrow090.png', 'arrow150.png'];['arrow330.png'];dos_refrescado;disc330;73;355;150;99;300;227;227;No
121;arrow090.png;arrow270.png;arrow210.png;arrow270.png;['arrow030.png', 'arrow150.png', 'arrow330.png'];['arrow090.png', 'arrow210.png'];['arrow270.png'];cero_refrescado;disc150;0;84;46;137;204;355;46;No
122;arrow210.png;arrow030.png;arrow210.png;arrow150.png;['arrow090.png', 'arrow270.png', 'arrow330.png'];['arrow030.png', 'arrow150.png'];['arrow210.png'];cero_refrescado;disc330;173;117;211;23;71;268;268;No
123;arrow150.png;arrow270.png;arrow150.png;arrow030.png;['arrow090.png', 'arrow210.png', 'arrow330.png'];['arrow270.png', 'arrow030.png'];['arrow150.png'];cero_refrescado;disc090;291;37;219;311;191;136;37;No
124;arrow090.png;arrow150.png;arrow330.png;arrow150.png;['arrow030.png', 'arrow210.png', 'arrow270.png'];['arrow090.png', 'arrow330.png'];['arrow150.png'];dos_refrescado;disc150;88;355;14;328;190;242;14;No
125;arrow030.png;arrow210.png;arrow330.png;arrow210.png;['arrow090.png', 'arrow150.png', 'arrow270.png'];['arrow030.png', 'arrow330.png'];['arrow210.png'];dos_refrescado;disc210;36;325;201;95;231;266;95;No
126;arrow030.png;arrow330.png;arrow030.png;arrow330.png;['arrow090.png', 'arrow150.png', 'arrow210.png', 'arrow270.png'];['non_existent'];['arrow030.png', 'arrow330.png'];cero_refrescado;disc150;168;351;321;132;73;250;321;No
127;arrow330.png;arrow270.png;arrow210.png;arrow330.png;['arrow030.png', 'arrow090.png', 'arrow150.png'];['arrow270.png', 'arrow210.png'];['arrow330.png'];cero_refrescado;disc090;284;138;318;33;183;347;138;No
128;arrow030.png;arrow090.png;arrow150.png;arrow330.png;['arrow210.png', 'arrow270.png'];['arrow030.png', 'arrow090.png', 'arrow150.png', 'arrow330.png'];['non_existent'];cero_refrescado;disc210;172;135;48;355;68;330;355;No
129;arrow030.png;arrow210.png;arrow270.png;arrow330.png;['arrow090.png', 'arrow150.png'];['arrow030.png', 'arrow210.png', 'arrow270.png', 'arrow330.png'];['non_existent'];cero_refrescado;disc090;304;253;195;36;3;352;253;No
130;arrow330.png;arrow030.png;arrow330.png;arrow150.png;['arrow090.png', 'arrow210.png', 'arrow270.png'];['arrow030.png', 'arrow150.png'];['arrow330.png'];dos_refrescado;disc330;332;53;24;167;217;4;4;No
131;arrow210.png;arrow150.png;arrow330.png;arrow270.png;['arrow030.png', 'arrow090.png'];['arrow210.png', 'arrow150.png', 'arrow330.png', 'arrow270.png'];['non_existent'];cero_refrescado;disc030;289;142;220;72;95;354;289;No
132;arrow150.png;arrow270.png;arrow150.png;arrow030.png;['arrow090.png', 'arrow210.png', 'arrow330.png'];['arrow270.png', 'arrow030.png'];['arrow150.png'];dos_refrescado;disc150;171;225;35;60;278;129;35;No
133;arrow330.png;arrow090.png;arrow210.png;arrow030.png;['arrow150.png', 'arrow270.png'];['arrow330.png', 'arrow090.png', 'arrow210.png', 'arrow030.png'];['non_existent'];cero_refrescado;disc270;21;46;310;237;152;191;152;No
134;arrow090.png;arrow270.png;arrow030.png;arrow270.png;['arrow150.png', 'arrow210.png', 'arrow330.png'];['arrow090.png', 'arrow030.png'];['arrow270.png'];cero_refrescado;disc210;36;119;143;342;287;16;342;No
135;arrow150.png;arrow270.png;arrow330.png;arrow150.png;['arrow030.png', 'arrow090.png', 'arrow210.png'];['arrow270.png', 'arrow330.png'];['arrow150.png'];cero_refrescado;disc090;231;68;165;198;309;273;68;No
136;arrow030.png;arrow270.png;arrow030.png;arrow270.png;['arrow090.png', 'arrow150.png', 'arrow210.png', 'arrow330.png'];['non_existent'];['arrow030.png', 'arrow270.png'];dos_refrescado;disc270;361;179;64;315;264;145;264;No
137;arrow090.png;arrow270.png;arrow150.png;arrow330.png;['arrow030.png', 'arrow210.png'];['arrow090.png', 'arrow270.png', 'arrow150.png', 'arrow330.png'];['non_existent'];uno_refrescado;disc270;246;288;5;146;40;85;40;No
138;arrow330.png;arrow090.png;arrow210.png;arrow330.png;['arrow030.png', 'arrow150.png', 'arrow270.png'];['arrow090.png', 'arrow210.png'];['arrow330.png'];dos_refrescado;disc330;70;318;247;91;23;276;276;No
139;arrow150.png;arrow090.png;arrow210.png;arrow270.png;['arrow030.png', 'arrow330.png'];['arrow150.png', 'arrow090.png', 'arrow210.png', 'arrow270.png'];['non_existent'];cero_refrescado;disc330;87;109;189;23;274;229;229;No
140;arrow210.png;arrow090.png;arrow210.png;arrow090.png;['arrow030.png', 'arrow150.png', 'arrow270.png', 'arrow330.png'];['non_existent'];['arrow210.png', 'arrow090.png'];cero_refrescado;disc150;160;112;310;47;330;243;310;No
141;arrow150.png;arrow210.png;arrow270.png;arrow150.png;['arrow030.png', 'arrow090.png', 'arrow330.png'];['arrow210.png', 'arrow270.png'];['arrow150.png'];uno_refrescado;disc210;315;339;248;269;127;66;269;No
142;arrow210.png;arrow090.png;arrow030.png;arrow270.png;['arrow150.png', 'arrow330.png'];['arrow210.png', 'arrow090.png', 'arrow030.png', 'arrow270.png'];['non_existent'];uno_refrescado;disc210;162;67;305;208;32;1;208;No
143;arrow270.png;arrow330.png;arrow150.png;arrow330.png;['arrow030.png', 'arrow090.png', 'arrow210.png'];['arrow270.png', 'arrow150.png'];['arrow330.png'];cero_refrescado;disc030;118;179;260;148;321;42;118;No
144;arrow030.png;arrow090.png;arrow030.png;arrow150.png;['arrow210.png', 'arrow270.png', 'arrow330.png'];['arrow090.png', 'arrow150.png'];['arrow030.png'];dos_refrescado;disc030;276;166;6;248;197;129;276;No
145;arrow030.png;arrow210.png;arrow030.png;arrow210.png;['arrow090.png', 'arrow150.png', 'arrow270.png', 'arrow330.png'];['non_existent'];['arrow030.png', 'arrow210.png'];cero_refrescado;disc270;243;84;290;42;329;355;329;No
146;arrow210.png;arrow330.png;arrow210.png;arrow150.png;['arrow030.png', 'arrow090.png', 'arrow270.png'];['arrow330.png', 'arrow150.png'];['arrow210.png'];dos_refrescado;disc210;180;301;11;52;329;117;52;No
147;arrow030.png;arrow150.png;arrow270.png;arrow210.png;['arrow090.png', 'arrow330.png'];['arrow030.png', 'arrow150.png', 'arrow270.png', 'arrow210.png'];['non_existent'];uno_refrescado;disc030;235;334;172;67;136;110;235;No
148;arrow090.png;arrow270.png;arrow150.png;arrow090.png;['arrow030.png', 'arrow210.png', 'arrow330.png'];['arrow270.png', 'arrow150.png'];['arrow090.png'];cero_refrescado;disc330;209;161;260;360;11;77;77;No
149;arrow270.png;arrow090.png;arrow330.png;arrow210.png;['arrow030.png', 'arrow150.png'];['arrow270.png', 'arrow090.png', 'arrow330.png', 'arrow210.png'];['non_existent'];uno_refrescado;disc090;22;131;63;300;327;235;131;No
150;arrow330.png;arrow270.png;arrow330.png;arrow090.png;['arrow030.png', 'arrow150.png', 'arrow210.png'];['arrow270.png', 'arrow090.png'];['arrow330.png'];uno_refrescado;disc270;188;251;226;125;6;161;6;No
151;arrow330.png;arrow030.png;arrow150.png;arrow330.png;['arrow090.png', 'arrow210.png', 'arrow270.png'];['arrow030.png', 'arrow150.png'];['arrow330.png'];cero_refrescado;disc210;299;21;219;148;341;170;148;No
152;arrow090.png;arrow150.png;arrow210.png;arrow090.png;['arrow030.png', 'arrow270.png', 'arrow330.png'];['arrow150.png', 'arrow210.png'];['arrow090.png'];cero_refrescado;disc030;8;335;204;303;279;238;8;No
153;arrow030.png;arrow210.png;arrow030.png;arrow210.png;['arrow090.png', 'arrow150.png', 'arrow270.png', 'arrow330.png'];['non_existent'];['arrow030.png', 'arrow210.png'];dos_refrescado;disc030;351;192;108;287;60;13;351;No
154;arrow270.png;arrow210.png;arrow030.png;arrow150.png;['arrow090.png', 'arrow330.png'];['arrow270.png', 'arrow210.png', 'arrow030.png', 'arrow150.png'];['non_existent'];uno_refrescado;disc210;31;132;204;303;63;278;303;No
155;arrow090.png;arrow030.png;arrow270.png;arrow090.png;['arrow150.png', 'arrow210.png', 'arrow330.png'];['arrow030.png', 'arrow270.png'];['arrow090.png'];dos_refrescado;disc090;173;83;252;288;121;310;83;No
156;arrow330.png;arrow090.png;arrow150.png;arrow330.png;['arrow030.png', 'arrow210.png', 'arrow270.png'];['arrow090.png', 'arrow150.png'];['arrow330.png'];dos_refrescado;disc330;268;288;40;106;315;205;205;No
157;arrow270.png;arrow330.png;arrow210.png;arrow330.png;['arrow030.png', 'arrow090.png', 'arrow150.png'];['arrow270.png', 'arrow210.png'];['arrow330.png'];uno_refrescado;disc270;94;129;244;323;284;206;284;No
158;arrow270.png;arrow150.png;arrow030.png;arrow270.png;['arrow090.png', 'arrow210.png', 'arrow330.png'];['arrow150.png', 'arrow030.png'];['arrow270.png'];cero_refrescado;disc090;307;121;52;91;225;346;121;No
159;arrow330.png;arrow270.png;arrow210.png;arrow270.png;['arrow030.png', 'arrow090.png', 'arrow150.png'];['arrow330.png', 'arrow210.png'];['arrow270.png'];dos_refrescado;disc270;26;282;56;188;79;110;79;No
160;arrow030.png;arrow210.png;arrow150.png;arrow030.png;['arrow090.png', 'arrow270.png', 'arrow330.png'];['arrow210.png', 'arrow150.png'];['arrow030.png'];cero_refrescado;disc270;330;70;2;91;26;128;26;No
161;arrow090.png;arrow330.png;arrow270.png;arrow090.png;['arrow030.png', 'arrow150.png', 'arrow210.png'];['arrow330.png', 'arrow270.png'];['arrow090.png'];cero_refrescado;disc210;2;329;40;161;268;202;161;No
162;arrow030.png;arrow090.png;arrow210.png;arrow030.png;['arrow150.png', 'arrow270.png', 'arrow330.png'];['arrow090.png', 'arrow210.png'];['arrow030.png'];dos_refrescado;disc030;192;14;38;358;61;90;192;No
163;arrow270.png;arrow330.png;arrow270.png;arrow090.png;['arrow030.png', 'arrow150.png', 'arrow210.png'];['arrow330.png', 'arrow090.png'];['arrow270.png'];cero_refrescado;disc150;178;99;144;253;313;35;144;No
164;arrow330.png;arrow090.png;arrow210.png;arrow330.png;['arrow030.png', 'arrow150.png', 'arrow270.png'];['arrow090.png', 'arrow210.png'];['arrow330.png'];uno_refrescado;disc090;164;234;299;329;278;36;234;No
165;arrow330.png;arrow030.png;arrow150.png;arrow330.png;['arrow090.png', 'arrow210.png', 'arrow270.png'];['arrow030.png', 'arrow150.png'];['arrow330.png'];dos_refrescado;disc330;204;298;33;322;74;154;154;No
166;arrow030.png;arrow090.png;arrow330.png;arrow150.png;['arrow210.png', 'arrow270.png'];['arrow030.png', 'arrow090.png', 'arrow330.png', 'arrow150.png'];['non_existent'];cero_refrescado;disc210;348;149;243;219;314;265;219;No
167;arrow330.png;arrow270.png;arrow210.png;arrow330.png;['arrow030.png', 'arrow090.png', 'arrow150.png'];['arrow270.png', 'arrow210.png'];['arrow330.png'];uno_refrescado;disc330;201;348;25;51;174;309;309;No
168;arrow150.png;arrow030.png;arrow150.png;arrow030.png;['arrow090.png', 'arrow210.png', 'arrow270.png', 'arrow330.png'];['non_existent'];['arrow150.png', 'arrow030.png'];cero_refrescado;disc210;289;14;149;100;246;54;100;No
169;arrow330.png;arrow030.png;arrow330.png;arrow030.png;['arrow090.png', 'arrow150.png', 'arrow210.png', 'arrow270.png'];['non_existent'];['arrow330.png', 'arrow030.png'];cero_refrescado;disc090;36;179;281;5;145;318;179;No
170;arrow150.png;arrow270.png;arrow030.png;arrow150.png;['arrow090.png', 'arrow210.png', 'arrow330.png'];['arrow270.png', 'arrow030.png'];['arrow150.png'];dos_refrescado;disc150;222;344;132;20;247;105;132;No
171;arrow030.png;arrow270.png;arrow030.png;arrow270.png;['arrow090.png', 'arrow150.png', 'arrow210.png', 'arrow330.png'];['non_existent'];['arrow030.png', 'arrow270.png'];dos_refrescado;disc270;141;39;328;287;176;219;176;No
172;arrow090.png;arrow150.png;arrow210.png;arrow090.png;['arrow030.png', 'arrow270.png', 'arrow330.png'];['arrow150.png', 'arrow210.png'];['arrow090.png'];dos_refrescado;disc090;125;240;182;90;159;272;240;No
173;arrow210.png;arrow270.png;arrow210.png;arrow270.png;['arrow030.png', 'arrow090.png', 'arrow150.png', 'arrow330.png'];['non_existent'];['arrow210.png', 'arrow270.png'];cero_refrescado;disc090;206;296;87;245;109;336;296;No
174;arrow150.png;arrow090.png;arrow150.png;arrow030.png;['arrow210.png', 'arrow270.png', 'arrow330.png'];['arrow090.png', 'arrow030.png'];['arrow150.png'];cero_refrescado;disc210;166;0;146;84;245;269;84;No
175;arrow330.png;arrow030.png;arrow210.png;arrow330.png;['arrow090.png', 'arrow150.png', 'arrow270.png'];['arrow030.png', 'arrow210.png'];['arrow330.png'];cero_refrescado;disc150;164;230;48;337;133;302;48;No
176;arrow090.png;arrow330.png;arrow090.png;arrow270.png;['arrow030.png', 'arrow150.png', 'arrow210.png'];['arrow330.png', 'arrow270.png'];['arrow090.png'];uno_refrescado;disc330;293;346;35;262;142;234;234;No
177;arrow030.png;arrow150.png;arrow030.png;arrow270.png;['arrow090.png', 'arrow210.png', 'arrow330.png'];['arrow150.png', 'arrow270.png'];['arrow030.png'];uno_refrescado;disc150;148;295;219;72;325;14;219;No
178;arrow210.png;arrow270.png;arrow210.png;arrow270.png;['arrow030.png', 'arrow090.png', 'arrow150.png', 'arrow330.png'];['non_existent'];['arrow210.png', 'arrow270.png'];cero_refrescado;disc330;141;232;353;13;178;103;103;No
179;arrow030.png;arrow270.png;arrow330.png;arrow270.png;['arrow090.png', 'arrow150.png', 'arrow210.png'];['arrow030.png', 'arrow330.png'];['arrow270.png'];cero_refrescado;disc210;297;214;276;123;176;147;123;No
180;arrow330.png;arrow210.png;arrow330.png;arrow030.png;['arrow090.png', 'arrow150.png', 'arrow270.png'];['arrow210.png', 'arrow030.png'];['arrow330.png'];uno_refrescado;disc330;39;272;78;234;8;310;310;No
181;arrow270.png;arrow210.png;arrow150.png;arrow090.png;['arrow030.png', 'arrow330.png'];['arrow270.png', 'arrow210.png', 'arrow150.png', 'arrow090.png'];['non_existent'];uno_refrescado;disc270;83;104;290;267;130;51;130;No
182;arrow270.png;arrow330.png;arrow270.png;arrow210.png;['arrow030.png', 'arrow090.png', 'arrow150.png'];['arrow330.png', 'arrow210.png'];['arrow270.png'];cero_refrescado;disc030;99;239;282;137;78;189;99;No
183;arrow270.png;arrow330.png;arrow270.png;arrow330.png;['arrow030.png', 'arrow090.png', 'arrow150.png', 'arrow210.png'];['non_existent'];['arrow270.png', 'arrow330.png'];dos_refrescado;disc270;53;148;15;234;350;313;350;No
184;arrow030.png;arrow090.png;arrow150.png;arrow090.png;['arrow210.png', 'arrow270.png', 'arrow330.png'];['arrow030.png', 'arrow150.png'];['arrow090.png'];cero_refrescado;disc270;122;359;199;247;34;286;34;No
185;arrow330.png;arrow030.png;arrow330.png;arrow030.png;['arrow090.png', 'arrow150.png', 'arrow210.png', 'arrow270.png'];['non_existent'];['arrow330.png', 'arrow030.png'];cero_refrescado;disc090;130;95;303;339;188;234;95;No
186;arrow210.png;arrow150.png;arrow090.png;arrow150.png;['arrow030.png', 'arrow270.png', 'arrow330.png'];['arrow210.png', 'arrow090.png'];['arrow150.png'];cero_refrescado;disc330;360;182;297;63;105;43;43;No
187;arrow330.png;arrow150.png;arrow090.png;arrow330.png;['arrow030.png', 'arrow210.png', 'arrow270.png'];['arrow150.png', 'arrow090.png'];['arrow330.png'];dos_refrescado;disc330;147;191;62;244;117;319;319;No
188;arrow090.png;arrow150.png;arrow270.png;arrow210.png;['arrow030.png', 'arrow330.png'];['arrow090.png', 'arrow150.png', 'arrow270.png', 'arrow210.png'];['non_existent'];cero_refrescado;disc330;163;40;8;327;222;282;282;No
189;arrow150.png;arrow030.png;arrow150.png;arrow030.png;['arrow090.png', 'arrow210.png', 'arrow270.png', 'arrow330.png'];['non_existent'];['arrow150.png', 'arrow030.png'];dos_refrescado;disc150;68;199;233;107;33;330;233;No
190;arrow030.png;arrow090.png;arrow270.png;arrow150.png;['arrow210.png', 'arrow330.png'];['arrow030.png', 'arrow090.png', 'arrow270.png', 'arrow150.png'];['non_existent'];cero_refrescado;disc330;52;277;131;320;222;349;349;No
191;arrow030.png;arrow210.png;arrow030.png;arrow090.png;['arrow150.png', 'arrow270.png', 'arrow330.png'];['arrow210.png', 'arrow090.png'];['arrow030.png'];uno_refrescado;disc210;11;42;266;314;99;236;314;No
192;arrow150.png;arrow030.png;arrow150.png;arrow030.png;['arrow090.png', 'arrow210.png', 'arrow270.png', 'arrow330.png'];['non_existent'];['arrow150.png', 'arrow030.png'];dos_refrescado;disc030;313;106;51;275;349;126;313;No
193;arrow150.png;arrow090.png;arrow150.png;arrow090.png;['arrow030.png', 'arrow210.png', 'arrow270.png', 'arrow330.png'];['non_existent'];['arrow150.png', 'arrow090.png'];cero_refrescado;disc030;185;354;279;320;223;126;185;No
194;arrow090.png;arrow270.png;arrow030.png;arrow090.png;['arrow150.png', 'arrow210.png', 'arrow330.png'];['arrow270.png', 'arrow030.png'];['arrow090.png'];uno_refrescado;disc270;29;359;135;107;73;162;73;No
195;arrow210.png;arrow090.png;arrow150.png;arrow090.png;['arrow030.png', 'arrow270.png', 'arrow330.png'];['arrow210.png', 'arrow150.png'];['arrow090.png'];dos_refrescado;disc090;277;347;41;189;315;158;347;No
196;arrow210.png;arrow330.png;arrow030.png;arrow330.png;['arrow090.png', 'arrow150.png', 'arrow270.png'];['arrow210.png', 'arrow030.png'];['arrow330.png'];uno_refrescado;disc210;23;256;302;81;44;210;81;No
197;arrow210.png;arrow030.png;arrow210.png;arrow330.png;['arrow090.png', 'arrow150.png', 'arrow270.png'];['arrow030.png', 'arrow330.png'];['arrow210.png'];dos_refrescado;disc210;119;335;277;6;153;88;6;No
198;arrow330.png;arrow090.png;arrow330.png;arrow030.png;['arrow150.png', 'arrow210.png', 'arrow270.png'];['arrow090.png', 'arrow030.png'];['arrow330.png'];uno_refrescado;disc090;34;319;272;8;181;134;319;No
199;arrow090.png;arrow330.png;arrow150.png;arrow030.png;['arrow210.png', 'arrow270.png'];['arrow090.png', 'arrow330.png', 'arrow150.png', 'arrow030.png'];['non_existent'];cero_refrescado;disc270;145;84;246;301;26;210;26;No
200;arrow150.png;arrow030.png;arrow090.png;arrow270.png;['arrow210.png', 'arrow330.png'];['arrow150.png', 'arrow030.png', 'arrow090.png', 'arrow270.png'];['non_existent'];cero_refrescado;disc210;351;19;186;275;119;245;275;No
201;arrow090.png;arrow330.png;arrow090.png;arrow210.png;['arrow030.png', 'arrow150.png', 'arrow270.png'];['arrow330.png', 'arrow210.png'];['arrow090.png'];dos_refrescado;disc090;276;12;218;242;322;49;12;No
202;arrow210.png;arrow150.png;arrow210.png;arrow150.png;['arrow030.png', 'arrow090.png', 'arrow270.png', 'arrow330.png'];['non_existent'];['arrow210.png', 'arrow150.png'];dos_refrescado;disc150;27;216;282;324;128;84;282;No
203;arrow150.png;arrow270.png;arrow150.png;arrow270.png;['arrow030.png', 'arrow090.png', 'arrow210.png', 'arrow330.png'];['non_existent'];['arrow150.png', 'arrow270.png'];cero_refrescado;disc090;258;329;189;238;15;158;329;No
204;arrow330.png;arrow030.png;arrow210.png;arrow090.png;['arrow150.png', 'arrow270.png'];['arrow330.png', 'arrow030.png', 'arrow210.png', 'arrow090.png'];['non_existent'];cero_refrescado;disc270;105;221;42;328;13;284;13;No
205;arrow330.png;arrow030.png;arrow330.png;arrow090.png;['arrow150.png', 'arrow210.png', 'arrow270.png'];['arrow030.png', 'arrow090.png'];['arrow330.png'];cero_refrescado;disc270;4;155;69;219;288;242;288;No
206;arrow150.png;arrow030.png;arrow330.png;arrow030.png;['arrow090.png', 'arrow210.png', 'arrow270.png'];['arrow150.png', 'arrow330.png'];['arrow030.png'];uno_refrescado;disc150;159;23;100;195;280;309;100;No
207;arrow270.png;arrow090.png;arrow210.png;arrow330.png;['arrow030.png', 'arrow150.png'];['arrow270.png', 'arrow090.png', 'arrow210.png', 'arrow330.png'];['non_existent'];uno_refrescado;disc270;132;320;170;230;7;51;7;No
208;arrow030.png;arrow090.png;arrow150.png;arrow210.png;['arrow270.png', 'arrow330.png'];['arrow030.png', 'arrow090.png', 'arrow150.png', 'arrow210.png'];['non_existent'];uno_refrescado;disc030;132;24;239;301;183;84;132;No
209;arrow090.png;arrow150.png;arrow090.png;arrow330.png;['arrow030.png', 'arrow210.png', 'arrow270.png'];['arrow150.png', 'arrow330.png'];['arrow090.png'];uno_refrescado;disc090;142;236;262;67;17;300;236;No
210;arrow150.png;arrow210.png;arrow150.png;arrow210.png;['arrow030.png', 'arrow090.png', 'arrow270.png', 'arrow330.png'];['non_existent'];['arrow150.png', 'arrow210.png'];cero_refrescado;disc270;197;29;220;274;329;242;329;No
211;arrow090.png;arrow270.png;arrow150.png;arrow090.png;['arrow030.png', 'arrow210.png', 'arrow330.png'];['arrow270.png', 'arrow150.png'];['arrow090.png'];dos_refrescado;disc090;352;18;238;301;133;268;18;No
212;arrow090.png;arrow210.png;arrow030.png;arrow090.png;['arrow150.png', 'arrow270.png', 'arrow330.png'];['arrow210.png', 'arrow030.png'];['arrow090.png'];cero_refrescado;disc150;202;238;142;175;15;343;142;No
213;arrow330.png;arrow210.png;arrow030.png;arrow150.png;['arrow090.png', 'arrow270.png'];['arrow330.png', 'arrow210.png', 'arrow030.png', 'arrow150.png'];['non_existent'];cero_refrescado;disc270;85;312;201;64;39;12;39;No
214;arrow150.png;arrow030.png;arrow270.png;arrow030.png;['arrow090.png', 'arrow210.png', 'arrow330.png'];['arrow150.png', 'arrow270.png'];['arrow030.png'];cero_refrescado;disc090;267;152;78;332;31;294;152;No
215;arrow330.png;arrow150.png;arrow090.png;arrow330.png;['arrow030.png', 'arrow210.png', 'arrow270.png'];['arrow150.png', 'arrow090.png'];['arrow330.png'];uno_refrescado;disc150;85;115;224;276;330;12;224;No
216;arrow330.png;arrow270.png;arrow330.png;arrow150.png;['arrow030.png', 'arrow090.png', 'arrow210.png'];['arrow270.png', 'arrow150.png'];['arrow330.png'];cero_refrescado;disc210;201;302;111;67;132;33;67;No
217;arrow330.png;arrow150.png;arrow090.png;arrow330.png;['arrow030.png', 'arrow210.png', 'arrow270.png'];['arrow150.png', 'arrow090.png'];['arrow330.png'];cero_refrescado;disc270;224;256;129;349;203;86;203;No
218;arrow090.png;arrow330.png;arrow090.png;arrow210.png;['arrow030.png', 'arrow150.png', 'arrow270.png'];['arrow330.png', 'arrow210.png'];['arrow090.png'];dos_refrescado;disc090;215;295;99;61;140;175;295;No
219;arrow270.png;arrow090.png;arrow210.png;arrow090.png;['arrow030.png', 'arrow150.png', 'arrow330.png'];['arrow270.png', 'arrow210.png'];['arrow090.png'];cero_refrescado;disc150;241;49;337;299;268;211;337;No
220;arrow030.png;arrow150.png;arrow090.png;arrow150.png;['arrow210.png', 'arrow270.png', 'arrow330.png'];['arrow030.png', 'arrow090.png'];['arrow150.png'];dos_refrescado;disc150;260;13;56;206;291;91;56;No
221;arrow030.png;arrow090.png;arrow150.png;arrow030.png;['arrow210.png', 'arrow270.png', 'arrow330.png'];['arrow090.png', 'arrow150.png'];['arrow030.png'];uno_refrescado;disc090;95;343;65;322;268;32;343;No
222;arrow150.png;arrow210.png;arrow150.png;arrow030.png;['arrow090.png', 'arrow270.png', 'arrow330.png'];['arrow210.png', 'arrow030.png'];['arrow150.png'];dos_refrescado;disc150;248;38;194;9;215;269;194;No
223;arrow210.png;arrow150.png;arrow330.png;arrow150.png;['arrow030.png', 'arrow090.png', 'arrow270.png'];['arrow210.png', 'arrow330.png'];['arrow150.png'];cero_refrescado;disc270;343;194;40;215;319;279;319;No
224;arrow150.png;arrow270.png;arrow150.png;arrow090.png;['arrow030.png', 'arrow210.png', 'arrow330.png'];['arrow270.png', 'arrow090.png'];['arrow150.png'];uno_refrescado;disc150;279;207;94;300;346;243;94;No
225;arrow030.png;arrow150.png;arrow030.png;arrow210.png;['arrow090.png', 'arrow270.png', 'arrow330.png'];['arrow150.png', 'arrow210.png'];['arrow030.png'];dos_refrescado;disc030;187;51;357;336;282;123;187;No
226;arrow090.png;arrow330.png;arrow270.png;arrow090.png;['arrow030.png', 'arrow150.png', 'arrow210.png'];['arrow330.png', 'arrow270.png'];['arrow090.png'];uno_refrescado;disc090;223;105;280;327;131;173;105;No
227;arrow330.png;arrow090.png;arrow150.png;arrow090.png;['arrow030.png', 'arrow210.png', 'arrow270.png'];['arrow330.png', 'arrow150.png'];['arrow090.png'];uno_refrescado;disc330;334;265;244;127;93;51;51;No
228;arrow270.png;arrow210.png;arrow270.png;arrow210.png;['arrow030.png', 'arrow090.png', 'arrow150.png', 'arrow330.png'];['non_existent'];['arrow270.png', 'arrow210.png'];cero_refrescado;disc150;157;214;12;88;117;348;12;No
229;arrow270.png;arrow330.png;arrow270.png;arrow210.png;['arrow030.png', 'arrow090.png', 'arrow150.png'];['arrow330.png', 'arrow210.png'];['arrow270.png'];dos_refrescado;disc270;214;78;308;142;174;253;174;No
230;arrow330.png;arrow150.png;arrow270.png;arrow150.png;['arrow030.png', 'arrow090.png', 'arrow210.png'];['arrow330.png', 'arrow270.png'];['arrow150.png'];dos_refrescado;disc150;74;7;332;249;270;153;332;No
231;arrow090.png;arrow270.png;arrow090.png;arrow270.png;['arrow030.png', 'arrow150.png', 'arrow210.png', 'arrow330.png'];['non_existent'];['arrow090.png', 'arrow270.png'];cero_refrescado;disc330;234;73;279;97;257;341;341;No
232;arrow270.png;arrow090.png;arrow150.png;arrow270.png;['arrow030.png', 'arrow210.png', 'arrow330.png'];['arrow090.png', 'arrow150.png'];['arrow270.png'];cero_refrescado;disc030;204;360;171;228;80;304;204;No
233;arrow090.png;arrow330.png;arrow090.png;arrow330.png;['arrow030.png', 'arrow150.png', 'arrow210.png', 'arrow270.png'];['non_existent'];['arrow090.png', 'arrow330.png'];cero_refrescado;disc210;233;260;42;198;170;71;198;No
234;arrow090.png;arrow150.png;arrow210.png;arrow090.png;['arrow030.png', 'arrow270.png', 'arrow330.png'];['arrow150.png', 'arrow210.png'];['arrow090.png'];uno_refrescado;disc090;21;206;148;43;128;106;206;No
235;arrow270.png;arrow090.png;arrow270.png;arrow330.png;['arrow030.png', 'arrow150.png', 'arrow210.png'];['arrow090.png', 'arrow330.png'];['arrow270.png'];uno_refrescado;disc090;102;146;15;219;60;287;146;No
236;arrow150.png;arrow030.png;arrow090.png;arrow270.png;['arrow210.png', 'arrow330.png'];['arrow150.png', 'arrow030.png', 'arrow090.png', 'arrow270.png'];['non_existent'];cero_refrescado;disc210;16;176;109;204;329;36;204;No
237;arrow030.png;arrow210.png;arrow030.png;arrow270.png;['arrow090.png', 'arrow150.png', 'arrow330.png'];['arrow210.png', 'arrow270.png'];['arrow030.png'];dos_refrescado;disc030;137;165;17;358;49;98;137;No
238;arrow210.png;arrow150.png;arrow330.png;arrow210.png;['arrow030.png', 'arrow090.png', 'arrow270.png'];['arrow150.png', 'arrow330.png'];['arrow210.png'];cero_refrescado;disc030;295;30;323;108;147;252;295;No
239;arrow150.png;arrow030.png;arrow150.png;arrow270.png;['arrow090.png', 'arrow210.png', 'arrow330.png'];['arrow030.png', 'arrow270.png'];['arrow150.png'];dos_refrescado;disc150;19;175;292;103;131;73;292;No
240;arrow210.png;arrow330.png;arrow150.png;arrow210.png;['arrow030.png', 'arrow090.png', 'arrow270.png'];['arrow330.png', 'arrow150.png'];['arrow210.png'];uno_refrescado;disc330;279;113;340;56;138;93;93;No
